book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,authors,original_publication_year,original_title,language_code,average_rating,ratings_count
9294,18232495,18232495,25675111,19,1414336241,Joel C. Rosenberg,2014,The Auschwitz Escape,eng,4.32,7844
9295,10541,10541,412584,28,380713810,Bill Bryson,1994,Made in America: An Informal History of the English Language in the United States,en-US,3.89,9638
9296,4887,4887,821815,75,465016901,"Alice  Miller, Ruth Ward",1979,Das Drama des begabten Kindes und die Suche nach dem wahren Selbst: eine Um- und Fortschreibung,en-GB,4.09,9563
9297,827497,827497,813221,3,573613435,Dale Wasserman,1970,One Flew Over the Cuckoo's Nest (script),,4.28,11142
9298,129327,129327,124552,156,345354907,H.P. Lovecraft,1941,The Case of Charles Dexter Ward,eng,4.2,10153
9299,645180,645180,955983,21,375424865,Austin Grossman,2007,Soon I Will Be Invincible,eng,3.68,9878
9300,33144,33144,1881683,46,316182745,Janet Fitch,2006,Paint It Black,eng,3.47,9092
9301,11429,11429,13886,19,031024756X,Karen Kingsbury,2006,Ever After,en-US,4.31,9685
9302,5068,5068,958782,49,330489674,Graham Swift,1996,Last Orders,,3.68,9349
9303,51715,51715,882883,82,374521506,"Roland Barthes, Annette Lavers",1957,Mythologies,eng,4.11,9325
9304,13270,13270,2301058,456,140446362,"Aristotle, Malcolm Heath",-335,Περὶ ποιητικῆς,eng,3.81,10347
9305,12737118,12737118,17875348,41,034552795X,Melanie Gideon,2008,Wife 22,,3.51,10793
9306,20871704,20871704,40210177,17,1476761663,Colleen Oakley,2015,,,3.79,8181
9307,394841,394841,384365,19,142404624,Mike Lupica,2004,Travel Team,,4.06,8356
9308,11306,11306,1504838,18,20425651,Susan Cooper,1984,"The Dark Is Rising Sequence (The Dark Is Rising, #1-5)",eng,4.29,11988
9309,12002819,12002819,16967344,21,62064223,Margot Livesey,2012,,eng,3.59,12391
9310,125959,125959,681577,27,1595540067,Ted Dekker,2006,Saint,en-US,4.04,10594
9311,60080,60080,375997,276,521626951,"Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard",1785,Grundlegung zur Metaphysik der Sitten,eng,3.78,9104
9312,25614598,25614598,45310657,34,1455525928,"Douglas Preston, Lincoln Child",2015,Crimson Shore,eng,4,7174
9313,541024,541024,988613,79,375703713,Theodore Sturgeon,1953,More Than Human,eng,3.98,10733
9314,20318201,20318201,28157628,4,1780890125,"James Patterson, Michael Ledwidge",2014,Burn,eng,3.88,6866
9315,11996019,11996019,16960201,5,075824682X,Donna Russo Morin,2012,,en-US,3.81,8250
9316,426030,426030,415088,13,1414310609,Dee Henderson,2002,The Healer,eng,4.4,11245
9317,4633,4633,1153954,97,743253426,Ernest Hemingway,1970,Islands in the Stream,,3.86,9608
9318,359461,359461,349583,17,1414310579,Dee Henderson,2001,The Guardian,eng,4.4,11474
9319,8163161,8163161,7051029,11,1421536706,Bisco Hatori,2009,桜蘭高校ホスト部 15,eng,4.54,10743
9320,604635,604635,950536,69,1841956724,"Erlend Loe, Tor Ketil Solberg",1996,Naiv.Super.,eng,3.89,8642
9321,8110748,8110748,12905719,11,4592184718,"Meca Tanaka, 田中メカ",2007,キスよりも早く1,jpn,4.23,11232
9322,6261270,6261270,6444479,31,785229213,Andy Andrews,2009,"The Noticer: Sometimes, all a person needs is a little perspective.",eng,4.17,8335
9323,11324,11324,3257831,47,140014454,Iris Murdoch,1954,Under The Net,eng,3.76,9506
9324,12039943,16241160,17006585,37,571234607,John Lanchester,2012,Capital,,3.68,4961
9325,11551045,11551045,16491019,17,1250000246,"P.C. Cast, Kristin Cast",2012,Lenobia's Vow,en-US,4.16,12649
9326,28262024,28262024,48302181,20,1533344345,Elle Kennedy,2016,,eng,4.05,14560
9327,2358870,2358870,37441,2,545010098,Eoin Colfer,2003,"Artemis Fowl Boxed Set (Artemis Fowl, #1-5)",en-US,4.29,10692
9328,11913681,11913681,16873088,9,,Shana Norris,2011,,eng,3.74,12080
9329,12782865,12782865,17929545,39,857382209,Peter  May,2011,The Lewis Man,eng,4.2,7870
9330,62233,62233,60460,43,345484118,Terry Brooks,2007,The Elves of Cintra ,eng,4.09,10663
9331,28248,28248,1293083,37,60815701,Trudi Canavan,2005,Priestess of the White,eng,3.84,10552
9332,12760903,12760903,17903513,8,,Jessica Sorensen,2011,,eng,4.15,12519
9333,763594,763594,1020651,52,553282093,Robert Ludlum,1976,The Gemini Contenders,eng,3.87,10428
9334,330944,330944,2422355,48,440240964,Conn Iggulden,2005,"The Field of Swords (Emperor, #3)",en-US,4.26,9293
9335,6049585,6049585,6225216,22,312537409,Blake Crouch,2009,Abandon,en-US,3.74,4713
9336,85425,85425,3236458,38,671010123,Linda Fairstein,1996,Final Jeopardy,en-US,3.9,11250
9337,55229,55229,53827,12,60899689,Jay Winik,2001,April 1865: The Month That Saved America (P.S.),,4.15,8850
9338,7159016,7159016,7461960,18,141697895X,Jessica Verday,2010,The Haunted,en-CA,4.15,12890
9339,595822,595822,582516,20,1414310595,Dee Henderson,2001,,eng,4.38,10704
9340,25893582,25893582,43223043,33,553535641,Julie Buxbaum,2016,Tell Me Three Things,eng,4.1,15565
9341,561403,561403,1744923,24,316011851,Cecily von Ziegesar,2005,"The It Girl (It Girl, Book 1)",eng,3.66,11929
9342,263149,263149,255087,37,505525526,Lynsay Sands,2003,Single White Vampire,eng,4.16,16618
9343,1111600,1111600,1098573,2,312875045,Robert Jordan,1990,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",,4.37,9031
9344,26324,26324,1386563,52,553803522,Daniel Goleman,2006,Social Intelligence: The New Science of Human Relationships,,3.97,8670
9345,17903381,17903381,22010619,2,,"HaveYouSeenThisGirL, Jan Irene Villar",2013,,fil,4.4,7016
9346,8437379,8437379,13300953,30,61351520,Susan Elizabeth Phillips,2010,Call Me Irresistible,eng,4.07,15449
9347,289029,289029,24948200,38,1401900127,Robin S. Sharma,1999,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,eng,3.93,7174
9348,659546,659546,3057249,31,61143316,Jennifer McMahon,2007,Promise Not to Tell,eng,3.62,11775
9349,10790376,10790376,15702658,16,,Debora Geary,2011,A Modern Witch,eng,3.73,11264
9350,56466,56466,55027,36,785273220,Andy Andrews,2002,The Traveler's Gift: Seven Decisions that Determine Personal Success,eng,4.1,8055
9351,17973653,25943219,25197486,13,,Elle Casey,2013,Shine Not Burn,eng,4.07,14739
9352,155370,155370,1264290,11,689873794,Margaret Peterson Haddix,2005,Double Identity,,4.01,12978
9353,17673271,17673271,24671761,10,1476745374,"Si Robertson, Mark Schlabach",2013,,eng,3.94,7329
9354,10803806,10803806,15717191,19,1419700278,Tom Angleberger,2011,Darth Paper Strikes Back,eng,4.12,10798
9355,9166877,9166877,14046028,27,373210337,Kady Cross,2011,The Girl in the Steel Corset,eng,3.81,17825
9356,1820716,1820716,1820311,96,3552060413,Daniel Glattauer,2006,Gut gegen Nordwind,ger,3.88,6874
9357,122756,122756,1207057,26,439783607,"James Lincoln Collier, Christopher Collier",1974,My Brother Sam Is Dead,eng,3.39,12817
9358,72623,72623,70297,42,671019759,Linda Howard,1994,Dream Man,eng,4.04,14604
9359,91017,91017,87825,39,1400078970,Tom Holland,2003,Rubicon: The Last Years of the Roman Republic,eng,4.17,9224
9360,71823,71823,9813536,26,140258612,Stephen King,1996,"The Green Mile, Part 6: Coffey on the Mile",eng,4.55,11936
9361,170171,170171,939042,25,142400017,Laurie Halse Anderson,2002,,en-US,3.62,13840
9362,5618698,5618698,5790090,13,1416589422,Molly Harper,2009,"Nice Girls Don't Have Fangs (Jane Jameson, #1)",en-US,3.92,18122
9363,31334,31334,1006203,15,425176657,"Anne Rice, Anne Rampling",1986,Belinda,en-US,3.6,10018
9364,8449698,8449698,13313623,30,62021273,Eloisa James,2011,When Beauty Tamed the Beast,eng,4.06,16245
9365,8720415,8720415,13593335,18,1439191379,Richard Paul Evans,2011,Miles to Go,,4.27,9654
9366,107781,107781,2643640,51,671702505,Julie Garwood,1991,The Gift,eng,4.17,13977
9367,12959045,12959045,18116420,13,1419702173,Derf Backderf,2012,My Friend Dahmer,eng,3.88,11563
9368,107783,107783,3245791,40,067173783X,Julie Garwood,1988,The Lion's Lady,eng,4.16,15614
9369,23245594,23245594,42788872,11,1250065933,Mary Kay Andrews,2015,,,3.58,8827
9370,10295484,10295484,15197369,6,,Cindy C. Bennett,2010,Heart on a Chain,en-GB,4.04,16007
9371,7987,7987,801181,25,142501093,Brian Jacques,1999,The Legend of Luke,,3.99,12658
9372,646195,646195,632345,54,375829709,"Dick King-Smith, Maggie Kneen",1983,The Sheep-Pig,eng,4.05,11229
9373,8152697,8152697,6683959,17,,Wally Lamb,2009,Wishin' and Hopin': A Christmas Story,eng,3.52,10966
9374,13152668,13152668,18330806,14,345520483,Jack McCallum,2012,Dream Team,eng,4.16,8000
9375,914211,914211,899306,23,007148499X,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",2007,Influencer: The Power to Change Anything,en-GB,3.98,8036
9376,116982,116982,1837346,56,380016648,Roger Zelazny,1976,The Hand of Oberon - The Courts of Chaos ,eng,4.19,12627
9377,7828781,7828781,10885390,18,425238199,Maya Banks,2010,No Place to Run,eng,4.29,16649
9378,106124,106124,1851224,27,439706378,"Jeff Smith, Steve Hamaker",1997,"The Dragonslayer (Bone, #4)",eng,4.33,11044
9379,34451,34451,389572,43,316735507,Joel Fuhrman,2003,Eat to Live,,4.12,7274
9380,11738128,11738128,16687336,28,62049879,Tessa Dare,2012,A Week to Be Wicked,eng,4.12,14615
9381,20575434,20575434,39843440,20,312643004,Ann M. Martin,2014,,eng,4.21,11872
9382,207365,207365,200700,28,451461525,Karen Chance,2007,Claimed By Shadow,en-US,3.98,18318
9383,200963,200963,1284559,11,937295809,"Susan S. Adler, Renée Graef, Nancy Niles",1986,"Meet Samantha: An American Girl (American Girls: Samantha, #1)",eng,3.95,15460
9384,3419808,3419808,3460278,60,571215289,Sebastian Barry,2008,The Secret Scripture,eng,3.75,9565
9385,6911529,6911529,7137063,9,1401226922,"Greg Rucka, J.H. Williams III, Rachel Maddow",2010,Batwoman: Elegy,eng,4.16,11001
9386,764073,764073,2592921,39,385721811,Julie Otsuka,2002,When the Emperor Was Divine,eng,3.7,11529
9387,17254035,17254035,23845708,12,62279874,Sophie Jordan,2013,Foreplay,eng,3.94,14461
9388,37296,37296,1387061,33,6478964,John Sandford,1994,Night Prey,eng,4.14,11975
9389,192888,192888,1576206,122,61043532,Dorothy L. Sayers,1926,Clouds of Witness,eng,4.04,12013
9390,1176884,1176884,1164674,22,778324826,Stephanie Bond,2006,Body Movers ,eng,3.84,10719
9391,40136,40136,3089003,17,1582344515,Anthony Bourdain,2005,"The Nasty Bits: Collected Varietal Cuts, Useable Trim, Scraps, and Bones",,3.75,8021
9392,29906980,29906980,50281866,2,812995341,George Saunders,2017,Lincoln in the Bardo,eng,3.93,20373
9393,7745031,7745031,10567916,30,399156828,William Gibson,2010,Zero History,eng,3.93,10394
9394,12021559,12021559,16796680,9,1935089447,Chelsea Fine,2011,Sophie & Carter,eng,3.83,11849
9395,38703,38703,575142,43,385733143,Louis Sachar,2006,Small Steps,eng,3.69,11837
9396,11940384,11940384,16901602,35,1847445209,Alex Marwood,2008,The Wicked Girls,eng,3.48,9180
9397,155291,155291,149899,21,441011136,Simon R. Green,2003,Agents of Light and Darkness,eng,4,12827
9398,41069,41069,2184253,55,1857988361,John Brunner,1968,Stand on Zanzibar,eng,3.96,11021
9399,6261477,6261477,6444699,33,038534385X,Gwen Cooper,2009,Homer's Odyssey ,en-US,4.18,9907
9400,433035,433035,2019627,174,7120710,Agatha Christie,1940,Sad Cypress,eng,3.83,12538
9401,1070527,1070527,1057213,8,1595328912,"Michael Dante DiMartino, Bryan Konietzko",2006,Avatar: Last Airbender v. 1 (Avatar (Graphic Novels)),eng,4.52,8261
9402,17478,17478,6478850,81,340796189,Enid Blyton,1942,Five Go to Smuggler's Top,eng,4.03,10441
9403,643988,643988,1945003,47,440210690,Sara Paretsky,1982,Indemnity Only,eng,3.89,11954
9404,74997,74997,1075923,79,340796170,Enid Blyton,1944,Five Run Away Together,en-US,4.03,10698
9405,59887,59887,1453178,43,751505544,Danielle Steel,1977,The Promise,en-US,3.93,9836
9406,199532,199532,6789865,34,345480260,Fannie Flagg,2004,A Redbird Christmas,eng,3.86,11101
9407,42691,42691,798555,37,553248642,Leon Uris,1984,The Haj,eng,3.99,10060
9408,290628,290628,807305,46,451451805,Guy Gavriel Kay,1986,The Darkest Road,eng,4.18,11755
9409,18580,18580,816350,51,440900565,Bette Greene,1973,Summer of My German Soldier,,3.66,12108
9410,20168816,20168816,27565413,24,345537262,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",2014,Rogues,eng,3.86,10135
9411,24961498,24961498,22004557,7,,Jodi Daynard,2012,,eng,3.97,8780
9412,23357188,23357188,42913619,5,,Cora Reilly,2014,Bound by Honor,eng,4.14,15138
9413,30253700,30253700,50722999,7,,Tijan,2016,,eng,4.14,10334
9414,8150317,8150317,11649990,32,440246113,Lara Adrian,2011,Deeper than Midnight,en-US,4.29,16679
9415,8100979,8100979,10885471,12,451463722,Faith Hunter,2011,Mercy Blade,eng,4.21,14856
9416,227280,227280,220153,12,743496973,Cara Lockwood,2003,I Do (But I Don't),,3.66,9151
9417,244115,244115,2264278,13,525477543,Judy Schachner,2006,Skippyjon Jones in Mummy Trouble (Skippyjon Jones),en-US,4.25,11076
9418,15799151,15799151,21522116,35,307273601,Mason Currey,2013,Daily Rituals: How Artists Work,eng,3.66,8565
9419,8100288,8100288,12873090,19,1414336063,"Kevin Malarkey, Alex Malarkey",2010,The Boy Who Came Back from Heaven,eng,3.89,8945
9420,16704759,16704759,22937956,10,,Kitty French,2013,,eng,4.19,18124
9421,1468706,1468706,2476793,18,719569516,Jacqueline Winspear,2008,An Incomplete Revenge,en-GB,4.09,11579
9422,24040551,24040551,43627601,17,385538510,Jennifer McMahon,2015,The Night Sister,eng,3.67,10219
9423,8471815,8471815,13336502,14,552163295,Sarra Manning,2011,,eng,3.97,12898
9424,13659,13659,65982,58,441011241,Ursula K. Le Guin,2001,Tales from Earthsea,eng,4,11530
9425,16171259,16171259,16294155,54,1594487480,"Juan Gabriel Vásquez, Anne McLean",2011,El ruido de las cosas al caer,eng,3.74,6113
9426,11239856,11239856,16166069,16,,Ruth Cardello,2011,,eng,3.77,11539
9427,25241477,25241477,44960908,27,345545966,Dean Koontz,2015,Ashley Bell,eng,3.59,8118
9428,313998,313998,304846,18,000224618X,"William Gibson, Terry Bisson",1981,Johnny Mnemonic,en-US,3.75,9564
9429,513176,513176,987443,20,553568019,Michael A. Stackpole,1996,Rogue Squadron,en-GB,4.02,11405
9430,457457,457457,1461285,43,440244056,Danielle Steel,1987,Fine Things,,3.92,10519
9431,550940,550940,3111373,51,399154388,Clive Cussler,2007,The Chase,en-US,3.92,10998
9432,74034,74034,2337731,35,014303653X,"Neil Postman, Andrew Postman",1985,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,eng,4.14,9736
9433,61974,61974,339591,25,345419588,Anne McCaffrey,1986,"Nerilka's Story (Pern: Dragonriders of Pern, #5)",eng,3.78,12936
9434,153175,153175,2930911,33,380803267,Raymond E. Feist,2003,King of Foxes,,3.95,10684
9435,1153709,1153709,1141200,29,670913502,Lynley Dodd,1983,Hairy Maclary from Donaldson's Dairy,eng,4.28,11051
9436,764063,764063,2128192,21,307393844,"Pattie Boyd, Penny Junor",2007,Wonderful Tonight: An Autobiography,en-US,3.65,8254
9437,17573684,17573684,19340161,15,393346773,Ann Hood,2013,The Obituary Writer,eng,3.7,5178
9438,1175893,1175893,1163669,60,1905294425,"Roderick Gordon, Brian  Williams",2007,Tunnels,en-CA,3.57,11678
9439,35539,35539,1654509,17,316013315,Bob Spitz,2005,The Beatles: The Biography,en-US,4.13,8120
9440,92371,92371,2450187,102,451210468,Ken Follett,1985,Lie Down With Lions,,3.78,9822
9441,630621,630621,616941,9,785122451,"Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa",2007,Hulk: Planet Hulk,eng,4.23,8680
9442,134958,134958,130044,19,60959517,David Starkey,2000,Elizabeth: The Struggle for the Throne,,4.06,11163
9443,571508,571508,2514798,7,1573451991,Dean Hughes,1997,"Rumors of War (Children of the Promise, Vol 1)",en-US,4.25,9995
9444,10008056,10008056,14903228,75,8756795459,Jussi Adler-Olsen,2010,Journal 64,dan,4.04,5044
9445,13151283,13151283,18329307,3,,محمد صادق,2012,بضع ساعات في يوم ما,ara,3.14,7806
9446,10049436,10049436,14945405,20,7345631,Lindsey Kelk,2011,The Single Girl's To-Do List,eng,3.94,9829
9447,112517,112517,828267,43,1857232526,"Arthur C. Clarke, Gentry Lee",1993,Rama Revealed: The Ultimate Encounter,eng,3.72,9015
9448,9399336,9399336,14283194,12,1936305380,Alice Clayton,2010,The Redhead Revealed,eng,4.2,15464
9449,125958,125958,121314,20,1595542779,Ted Dekker,2006,Skin,,3.8,10590
9450,20662728,20662728,6125574,21,006156155X,Garth Nix,2014,Clariel: The Lost Abhorsen,eng,3.79,10616
9451,68099,68099,1245618,75,006074068X,Donna Leon,1992,Death at La Fenice,en-US,3.81,11705
9452,36058,36058,972626,53,99366614,James Ellroy,1988,The Big Nowhere,eng,4.11,9249
9453,71787,71787,2719920,25,143035088,Jan Karon,2002,In This Mountain (Mitford),,4.32,11015
9454,5052,5052,2879976,87,451216725,Ken Follett,2000,Code to Zero,,3.64,9071
9455,429024,429024,5246858,440,140437428,"Charles Dickens, Norman Page",1840,The Old Curiosity Shop,,3.75,11092
9456,73860,73860,71457,33,345339258,Virginia M. Axline,1964,Dibs in Search of Self: Personality Development in Play Therapy,en-US,4.13,8905
9457,46908,46908,45979,12,1595324097,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2004,フルーツバスケット 14,en-US,4.46,13072
9458,17277800,17277800,23580688,8,785165630,"Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos",2013,"Hawkeye, Volume 2: Little Hits",eng,4.27,15547
9459,18420,18420,2126028,24,553345397,"Barbara Ann Brennan, Jos. A. Smith",1987,Hands of Light: A Guide to Healing Through the Human Energy Field,,4.27,9016
9460,87280,87280,284719,62,349102627,Bohumil Hrabal,1976,Příliš hlučná samota,eng,4.17,5468
9461,65113,65113,2393728,24,61119067,"Lemony Snicket, Brett Helquist",2006,"The Complete Wreck (A Series of Unfortunate Events, Books 1-13)",en-GB,4.28,11240
9462,11445880,11445880,14362949,13,1608196259,Shannon Hale,2012,,en-US,3.5,13960
9463,41820,41820,1621390,15,553293427,Isaac Asimov,1950,Pebble in the Sky,eng,3.85,11335
9464,5024334,5024334,5090918,37,373773552,Kristan Higgins,2009,Too Good To Be True,eng,3.9,14745
9465,105920,105920,102101,24,078510786X,"Brian Michael Bendis, Mark Bagley",2001,"Ultimate Spider-Man, Volume 1: Power and Responsibility",eng,4.06,10462
9466,13519844,13519844,19079965,11,1480207217,Shelly Crane,2012,,eng,4.32,14408
9467,20646604,20646604,26121313,13,,M. Pierce,2013,,eng,4.03,8053
9468,85310,85310,3107820,39,425189864,John Sandford,2002,Mortal Prey,en-US,4.2,11272
9469,16312,16312,519419,147,1572703857,"Agatha Christie, Hugh Fraser",1940,"One, Two, Buckle My Shoe",eng,3.74,11285
9470,29236299,29236299,44560442,21,553499165,"Amie Kaufman, Jay Kristoff, Marie Lu",2016,Gemina,eng,4.56,10960
9471,51740,51740,2291172,22,60094893,Chris Crutcher,1993,Staying Fat for Sarah Byrnes,en-US,3.94,11544
9472,73960,73960,2406767,277,143039326,"R.D. Blackmore, Michelle Allen",1869,Lorna Doone: A Romance of Exmoor,eng,3.71,11716
9473,53809,53809,464034,68,8408057235,Paulo Coelho,1994,Maktub,spa,3.41,5902
9474,10599302,10599302,15506975,20,,Jill Shalvis,2011,"Head Over Heels (Lucky Harbor, #3)",eng,4.16,16560
9475,1866046,1866046,2666000,35,1595540075,Ted Dekker,2008,Adam,eng,3.93,9903
9476,388018,388018,2655944,155,1572703938,"Agatha Christie, Robin Bailey",1963,The Clocks,eng,3.71,12335
9477,15818278,15818278,21545889,10,006212255X,Jennifer McMahon,2013,The one I left behind,en-US,3.76,10266
9478,89370,29554877,6113696,13,014095144X,Benjamin Hoff,1992,Tao of Pooh and Te of Piglet Boxed Set,eng,4.15,8206
9479,21433251,21433251,40743791,6,1927925169,"Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo",2014,Manga Classics: Les Misérables,eng,4.1,6691
9480,280125,280125,2347015,20,786943408,R.A. Salvatore,2007,The Orc King,en-US,4.11,9012
9481,127567,127567,1104950,42,345419383,Anne McCaffrey,1994,The Dolphins of Pern,eng,3.94,12938
9482,164836,164836,159149,5,068483376X,S.A.R.K.,1997,Succulent Wild Woman,,4.12,9365
9483,77866,77866,2237564,47,1400031001,William  Boyd,2002,Any Human Heart,en-GB,4.26,8365
9484,10720733,10720733,14450688,47,1444736930,John Grisham,2010,The Abduction,eng,3.76,9346
9485,15776904,15776904,21489210,29,,"Oliver Pötzsch, Lee Chadeayne",2010,"Die Henkerstochter und der König der Bettler (Band 3 aus der Reihe ""Die Henkerstochter-Saga"")",eng,3.95,10271
9486,16084702,16084702,21885940,5,,E.L. James,2012,,en-GB,4.41,8227
9487,8710484,8710484,13583341,82,2081246333,Michel Houellebecq,2010,La Carte et le territoire,fre,3.93,5631
9488,20821249,20821249,26830332,29,399164448,J.D. Robb,2014,Festive in Death,eng,4.26,9784
9489,94064,94064,90674,10,689857705,Alex   Sanchez,2001,Rainbow Boys,eng,3.85,11146
9490,1838166,1838166,3328784,30,375840907,Jeanne Birdsall,2008,The Penderwicks on Gardam Street,,4.23,13423
9491,38562,38562,38324,29,006077407X,Lynsay Sands,2006,A Bite to Remember,eng,4.23,16516
9492,13722526,13722526,14080417,86,1250024102,"Lars Kepler, Laura A. Wideburg",2010,Paganinikontraktet,en-US,3.78,6917
9493,114143,114143,2444464,62,051512608X,Nora Roberts,1998,The Reef,en-US,3.89,13932
9494,68930,68930,1113256,169,451199901,Agatha Christie,1952,They Do it with Mirrors,eng,3.74,13214
9495,9260507,9260507,10891357,6,1449401163,Matthew Inman,2010,5 Very Good Reasons to Punch a Dolphin in the Mouth (and Other Useful Guides),eng,4.11,9469
9496,239381,239381,231881,5,307119483,Mercer Mayer,1987,Just a Mess (Look-Look),eng,4.23,10772
9497,835155,835155,124782,18,373250118,Melissa Senate,2001,See Jane Date,,3.49,9292
9498,221298,221298,1689961,50,044024160X,Conn Iggulden,2006,The Gods of War,en-US,4.29,8984
9499,89186,89186,2622804,25,441014011,Alastair Reynolds,2005,Pushing Ice,,4.02,9365
9500,13056511,13056511,14240586,46,312656289,Alexandra Adornetto,2012,Heaven,eng,3.91,14520
9501,17285330,17285330,23904471,27,62318470,Cynthia Hand,2015,The Last Time We Say Goodbye,eng,4.11,11063
9502,7780,7780,10830,2,679434488,"Dr. Seuss, Maurice Sendak, Audrey Geisel",1995,The Secret Art of Dr. Seuss,,4.05,8461
9503,25347,25347,2926176,57,345436830,Anne Rice,2005,Christ the Lord: Out of Egypt,eng,3.56,10729
9504,26228034,26228034,46213537,10,356508366,N.K. Jemisin,2016,The Obelisk Gate,eng,4.36,9481
9505,23363874,23363874,42923140,41,1782115080,Matt Haig,2015,Reasons To Stay Alive ,eng,4.17,11307
9506,6280379,6280379,5768221,49,307272095,A.S. Byatt,2009,The Children's Book,eng,3.66,10985
9507,7262166,7262166,8332855,39,1416563105,Sandra Brown,2010,,en-US,3.95,8823
9508,961831,961831,960794,30,515124648,Susanna Kearsley,1997,The Shadowy Horses,eng,3.92,10640
9509,820517,820517,218134,33,64408337,Jack Gantos,1998,Joey Pigza Swallowed the Key (Joey Pigza Books),eng,3.74,12985
9510,3690427,3690427,3733869,20,1427206058,"Jacqueline Winspear, Orlagh Cassidy",2009,Among the Mad,eng,4.1,11363
9511,6054190,6054190,6229996,35,670020869,Jane Green,,,eng,3.41,10608
9512,3692151,3692151,3735626,1,9773990494,عمر طاهر,2003,شكلها باظت,ara,3.52,8257
9513,4530,4530,12948648,55,143035363,Helen Fielding,2003,Olivia Joules And The Overactive Imagination,en-US,3.1,10687
9514,8857310,8857310,13594625,11,1594487871,Sarah Vowell,2011,Unfamiliar Fishes,,3.6,10389
9515,5750628,5750628,3565583,24,385528086,Jonathan L. Howard,2009,Johannes Cabal the Necromancer,eng,3.94,10603
9516,7199,7199,2547473,40,60586370,Ann-Marie MacDonald,2003,The Way the Crow Flies,en-US,4.08,10227
9517,17810,17810,856346,39,,"Ryū Murakami, Ralph McCarthy",1997,イン ザ・ミソスープ,eng,3.61,9285
9518,6403690,6403690,6592533,28,525951369,Timothy J. Keller,2009,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope That Matters",eng,4.32,8783
9519,167216,167216,3356874,47,375705198,Elizabeth Strout,1998,Amy & Isabelle,,3.73,10602
9520,15803037,15803037,21526451,25,1476706123,Jason  Matthews,2013,Red Sparrow,eng,4.02,6998
9521,7632329,7632329,10138518,34,747598681,Ben Macintyre,2010,Operation Mincemeat: The True Spy Story That Changed the Course of World War II,eng,3.95,8112
9522,487666,487666,475942,28,425208133,"Dick Winters, Cole C. Kingseed",2006,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,eng,4.24,9712
9523,19523454,19523454,25747377,47,385538030,Chuck Palahniuk,2014,Beautiful You,eng,2.98,8507
9524,232268,232268,303001,11,671004239,Richard Paul Evans,1998,The Locket,en-US,4.1,10147
9525,400881,400881,1761500,24,812508424,Glen Cook,1984,Shadows Linger,en-US,4.15,10975
9526,77739,77739,4363,22,671877836,David Weber,1996,Honor Among Enemies,,4.24,12506
9527,10859509,10859509,15774461,20,316197084,Jennifer Rush,2013,Altered,en-CA,4.04,15692
9528,22571696,22571696,42038145,32,399170871,J.D. Robb,2015,Obsession in Death,eng,4.33,9565
9529,11306337,11306337,16234168,15,1451617852,Dave Ramsey,2011,,,4.19,8333
9530,139176,139176,901444,53,312939167,M.C. Beaton,1992,Agatha Raisin and the Quiche of Death,eng,3.75,10925
9531,96259,96259,92779,2,300107897,Richard Siken,2005,Crush,eng,4.33,11597
9532,179565,179565,21430714,316,140350411,"L. Frank Baum, David McKee",1904,"Marvelous Land of Oz, The",eng,3.82,11402
9533,6159,6159,1781,21,802141900,Sherman Alexie,1995,Reservation Blues,eng,3.98,9919
9534,1056627,1056627,2555447,45,743296885,Joel Osteen,,,,4.15,8553
9535,18781543,18781543,26694387,11,,Aurora Rose Reynolds,2014,,,4.33,20070
9536,46906,46906,45977,12,1598160230,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2004,フルーツバスケット 15,en-US,4.45,12888
9537,8086216,8086216,12820406,16,91933684,Yotam Ottolenghi,2010,Plenty,eng,4.32,8023
9538,88072,88072,18280048,25,1596060204,John Scalzi,2004,Agent to the stars,eng,3.91,10086
9539,15707526,15707526,21372021,34,615651011,Terry Goodkind,2012,The First Confessor,eng,4.19,9311
9540,581552,581552,13722925,149,,Franz Kafka,1919,In der Strafkolonie,eng,4,8974
9541,6344534,6344534,6530755,18,981546269,Richard   Phillips,2006,The Second Ship,,3.73,4281
